CODPROD;TIPO;FECHA;CANTIDAD
2049;VENTA;2023/8/30;17
2051;VENTA;2023/8/30;53
2024;VENTA;2023/8/31;18
2026;VENTA;2023/8/31;54
2027;VENTA;2023/8/31;13
2029;VENTA;2023/8/31;8
2029;VENTA;2023/8/31;38
2036;VENTA;2023/8/31;43
2038;VENTA;2023/8/31;48
2042;VENTA;2023/8/31;24
2043;VENTA;2023/8/31;38
2046;VENTA;2023/8/31;49
2049;VENTA;2023/8/31;11
2049;VENTA;2023/8/31;6
2050;VENTA;2023/8/31;6
2050;VENTA;2023/8/31;44
2051;VENTA;2023/8/31;33
2022;VENTA;2023/9/1;4
2032;VENTA;2023/9/1;26
2036;VENTA;2023/9/1;43
2038;VENTA;2023/9/1;24
2042;VENTA;2023/9/1;50
2043;VENTA;2023/9/1;18
2043;VENTA;2023/9/1;21
2044;VENTA;2023/9/1;23
2046;VENTA;2023/9/1;10
2048;VENTA;2023/9/1;47
2049;VENTA;2023/9/1;7
2051;VENTA;2023/9/1;10
2052;VENTA;2023/9/1;11
2053;VENTA;2023/9/1;18
2021;VENTA;2023/9/2;27
2023;VENTA;2023/9/2;50
2024;VENTA;2023/9/2;49
2025;VENTA;2023/9/2;51
2028;VENTA;2023/9/2;29
2028;VENTA;2023/9/2;16
2030;VENTA;2023/9/2;12
2031;VENTA;2023/9/2;7
2034;VENTA;2023/9/2;21
2037;VENTA;2023/9/2;46
2039;VENTA;2023/9/2;12
2040;VENTA;2023/9/2;41
2042;VENTA;2023/9/2;45
2044;VENTA;2023/9/2;38
2045;VENTA;2023/9/2;15
2053;VENTA;2023/9/2;45
2023;VENTA;2023/9/3;47
2031;VENTA;2023/9/3;22
2033;VENTA;2023/9/3;7
2038;VENTA;2023/9/3;24
2041;VENTA;2023/9/3;2
2044;VENTA;2023/9/3;53
2045;VENTA;2023/9/3;51
2045;VENTA;2023/9/3;42
2047;VENTA;2023/9/3;38
2050;VENTA;2023/9/3;4
2052;VENTA;2023/9/3;21
2053;VENTA;2023/9/3;14
2054;VENTA;2023/9/3;43
2022;VENTA;2023/9/4;18
2023;VENTA;2023/9/4;1
2023;VENTA;2023/9/4;12
2024;VENTA;2023/9/4;22
2026;VENTA;2023/9/4;7
2031;VENTA;2023/9/4;8
2032;VENTA;2023/9/4;25
2032;VENTA;2023/9/4;15
2035;VENTA;2023/9/4;11
2036;VENTA;2023/9/4;19
2037;VENTA;2023/9/4;12
2042;VENTA;2023/9/4;9
2043;VENTA;2023/9/4;24
2044;VENTA;2023/9/4;19
2047;VENTA;2023/9/4;35
2027;VENTA;2023/9/5;24
2027;VENTA;2023/9/5;28
2029;VENTA;2023/9/5;42
2030;VENTA;2023/9/5;27
2033;VENTA;2023/9/5;21
2034;VENTA;2023/9/5;30
2039;VENTA;2023/9/5;16
2044;VENTA;2023/9/5;41
2045;VENTA;2023/9/5;45
2046;VENTA;2023/9/5;14
2047;VENTA;2023/9/5;45
2051;VENTA;2023/9/5;4
2052;VENTA;2023/9/5;13
2054;VENTA;2023/9/5;12
2022;VENTA;2023/9/6;14
2024;VENTA;2023/9/6;49
2024;VENTA;2023/9/6;48
2032;VENTA;2023/9/6;3
2035;VENTA;2023/9/6;29
2037;VENTA;2023/9/6;22
2038;VENTA;2023/9/6;33
2040;VENTA;2023/9/6;21
2041;VENTA;2023/9/6;13
2041;VENTA;2023/9/6;1
2041;VENTA;2023/9/6;17
2046;VENTA;2023/9/6;26
2048;VENTA;2023/9/6;34
2049;VENTA;2023/9/6;20
2053;VENTA;2023/9/6;45
2054;VENTA;2023/9/6;11
2022;VENTA;2023/9/7;10
2023;VENTA;2023/9/7;20
2030;VENTA;2023/9/7;13
2031;VENTA;2023/9/7;4
2035;VENTA;2023/9/7;32
2037;VENTA;2023/9/7;13
2042;VENTA;2023/9/7;10
2052;VENTA;2023/9/7;1
2027;VENTA;2023/9/8;1
2029;VENTA;2023/9/8;24
2035;VENTA;2023/9/8;43
2038;VENTA;2023/9/8;17
2039;VENTA;2023/9/8;30
2045;VENTA;2023/9/8;17
2045;VENTA;2023/9/8;23
2047;VENTA;2023/9/8;47
2048;VENTA;2023/9/8;43
2052;VENTA;2023/9/8;54
2025;VENTA;2023/9/9;5
2026;VENTA;2023/9/9;18
2027;VENTA;2023/9/9;40
2029;VENTA;2023/9/9;15
2031;VENTA;2023/9/9;32
2034;VENTA;2023/9/9;10
2035;VENTA;2023/9/9;6
2039;VENTA;2023/9/9;29
2039;VENTA;2023/9/9;54
2042;VENTA;2023/9/9;14
2043;VENTA;2023/9/9;30
2046;VENTA;2023/9/9;11
2047;VENTA;2023/9/9;2
2047;VENTA;2023/9/9;39
2047;VENTA;2023/9/9;51
2054;VENTA;2023/9/9;11
2022;VENTA;2023/9/10;4
2022;VENTA;2023/9/10;6
2022;VENTA;2023/9/10;13
2024;VENTA;2023/9/10;5
2025;VENTA;2023/9/10;33
2036;VENTA;2023/9/10;39
2038;VENTA;2023/9/10;46
2038;VENTA;2023/9/10;35
2039;VENTA;2023/9/10;7
2041;VENTA;2023/9/10;30
2042;VENTA;2023/9/10;22
2043;VENTA;2023/9/10;17
2045;VENTA;2023/9/10;45
2050;VENTA;2023/9/10;20
2051;VENTA;2023/9/10;15
2054;VENTA;2023/9/10;26
2022;VENTA;2023/9/11;40
2028;VENTA;2023/9/11;13
2029;VENTA;2023/9/11;28
2031;VENTA;2023/9/11;11
2032;VENTA;2023/9/11;7
2033;VENTA;2023/9/11;46
2034;VENTA;2023/9/11;18
2036;VENTA;2023/9/11;27
2036;VENTA;2023/9/11;27
2038;VENTA;2023/9/11;16
2047;VENTA;2023/9/11;22
2048;VENTA;2023/9/11;45
2049;VENTA;2023/9/11;26
2050;VENTA;2023/9/11;38
2024;VENTA;2023/9/12;6
2029;VENTA;2023/9/12;20
2030;VENTA;2023/9/12;15
2030;VENTA;2023/9/12;41
2033;VENTA;2023/9/12;13
2035;VENTA;2023/9/12;2
2035;VENTA;2023/9/12;40
2036;VENTA;2023/9/12;19
2038;VENTA;2023/9/12;15
2038;VENTA;2023/9/12;35
2040;VENTA;2023/9/12;4
2046;VENTA;2023/9/12;13
2047;VENTA;2023/9/12;23
2050;VENTA;2023/9/12;4
2054;VENTA;2023/9/12;47
2021;VENTA;2023/9/13;34
2025;VENTA;2023/9/13;39
2026;VENTA;2023/9/13;17
2026;VENTA;2023/9/13;11
2026;VENTA;2023/9/13;41
2030;VENTA;2023/9/13;4
2031;VENTA;2023/9/13;11
2034;VENTA;2023/9/13;15
2034;VENTA;2023/9/13;6
2036;VENTA;2023/9/13;5
2040;VENTA;2023/9/13;29
2041;VENTA;2023/9/13;19
2042;VENTA;2023/9/13;53
2042;VENTA;2023/9/13;20
2044;VENTA;2023/9/13;20
2046;VENTA;2023/9/13;43
2046;VENTA;2023/9/13;45
2052;VENTA;2023/9/13;12
2052;VENTA;2023/9/13;17
2053;VENTA;2023/9/13;27
2021;VENTA;2023/9/14;39
2025;VENTA;2023/9/14;36
2026;VENTA;2023/9/14;4
2027;VENTA;2023/9/14;28
2030;VENTA;2023/9/14;52
2030;VENTA;2023/9/14;51
2037;VENTA;2023/9/14;14
2042;VENTA;2023/9/14;1
2042;VENTA;2023/9/14;41
2042;VENTA;2023/9/14;2
2049;VENTA;2023/9/14;46
2053;VENTA;2023/9/14;34
2022;VENTA;2023/9/15;27
2028;VENTA;2023/9/15;21
2031;VENTA;2023/9/15;39
2033;VENTA;2023/9/15;8
2034;VENTA;2023/9/15;44
2035;VENTA;2023/9/15;46
2036;VENTA;2023/9/15;16
2045;VENTA;2023/9/15;7
2047;VENTA;2023/9/15;24
2052;VENTA;2023/9/15;53
2027;VENTA;2023/9/16;17
2030;VENTA;2023/9/16;23
2037;VENTA;2023/9/16;43
2043;VENTA;2023/9/16;2
2043;VENTA;2023/9/16;38
2044;VENTA;2023/9/16;35
2048;VENTA;2023/9/16;41
2022;VENTA;2023/9/17;41
2023;VENTA;2023/9/17;35
2028;VENTA;2023/9/17;31
2033;VENTA;2023/9/17;29
2034;VENTA;2023/9/17;17
2046;VENTA;2023/9/17;48
2047;VENTA;2023/9/17;10
2049;VENTA;2023/9/17;18
2050;VENTA;2023/9/17;23
2054;VENTA;2023/9/17;45
2021;VENTA;2023/9/18;38
2023;VENTA;2023/9/18;29
2025;VENTA;2023/9/18;8
2025;VENTA;2023/9/18;20
2026;VENTA;2023/9/18;10
2030;VENTA;2023/9/18;50
2033;VENTA;2023/9/18;30
2037;VENTA;2023/9/18;22
2043;VENTA;2023/9/18;16
2047;VENTA;2023/9/18;9
2050;VENTA;2023/9/18;46
2051;VENTA;2023/9/18;50
2026;VENTA;2023/9/19;34
2027;VENTA;2023/9/19;52
2029;VENTA;2023/9/19;15
2033;VENTA;2023/9/19;44
2037;VENTA;2023/9/19;14
2037;VENTA;2023/9/19;49
2041;VENTA;2023/9/19;32
2042;VENTA;2023/9/19;8
2050;VENTA;2023/9/19;53
2025;VENTA;2023/9/20;50
2029;VENTA;2023/9/20;20
2029;VENTA;2023/9/20;37
2029;VENTA;2023/9/20;36
2030;VENTA;2023/9/20;30
2031;VENTA;2023/9/20;3
2035;VENTA;2023/9/20;39
2040;VENTA;2023/9/20;20
2041;VENTA;2023/9/20;44
2042;VENTA;2023/9/20;54
2045;VENTA;2023/9/20;14
2048;VENTA;2023/9/20;35
2050;VENTA;2023/9/20;34
2051;VENTA;2023/9/20;46
2052;VENTA;2023/9/20;49
2053;VENTA;2023/9/20;29
2022;VENTA;2023/9/21;22
2024;VENTA;2023/9/21;38
2027;VENTA;2023/9/21;28
2034;VENTA;2023/9/21;35
2035;VENTA;2023/9/21;26
2039;VENTA;2023/9/21;44
2044;VENTA;2023/9/21;43
2045;VENTA;2023/9/21;39
2047;VENTA;2023/9/21;40
2052;VENTA;2023/9/21;30
2054;VENTA;2023/9/21;29
2025;VENTA;2023/9/22;18
2027;VENTA;2023/9/22;21
2031;VENTA;2023/9/22;29
2033;VENTA;2023/9/22;35
2037;VENTA;2023/9/22;27
2038;VENTA;2023/9/22;48
2042;VENTA;2023/9/22;9
2043;VENTA;2023/9/22;43
2047;VENTA;2023/9/22;11
2048;VENTA;2023/9/22;53
2052;VENTA;2023/9/22;44
2053;VENTA;2023/9/22;30
2023;VENTA;2023/9/23;40
2024;VENTA;2023/9/23;22
2025;VENTA;2023/9/23;53
2025;VENTA;2023/9/23;48
2026;VENTA;2023/9/23;39
2027;VENTA;2023/9/23;50
2027;VENTA;2023/9/23;27
2031;VENTA;2023/9/23;37
2034;VENTA;2023/9/23;30
2035;VENTA;2023/9/23;28
2040;VENTA;2023/9/23;16
2040;VENTA;2023/9/23;29
2041;VENTA;2023/9/23;50
2041;VENTA;2023/9/23;39
2041;VENTA;2023/9/23;3
2043;VENTA;2023/9/23;20
2044;VENTA;2023/9/23;16
2046;VENTA;2023/9/23;49
2047;VENTA;2023/9/23;50
2051;VENTA;2023/9/23;15
2052;VENTA;2023/9/23;35
2052;VENTA;2023/9/23;2
2022;VENTA;2023/9/24;51
2027;VENTA;2023/9/24;53
2040;VENTA;2023/9/24;14
2043;VENTA;2023/9/24;32
2048;VENTA;2023/9/24;32
2052;VENTA;2023/9/24;12
2053;VENTA;2023/9/24;25
2022;VENTA;2023/9/25;35
2027;VENTA;2023/9/25;32
2028;VENTA;2023/9/25;27
2029;VENTA;2023/9/25;37
2031;VENTA;2023/9/25;30
2031;VENTA;2023/9/25;51
2031;VENTA;2023/9/25;45
2032;VENTA;2023/9/25;34
2035;VENTA;2023/9/25;48
2036;VENTA;2023/9/25;45
2037;VENTA;2023/9/25;2
2040;VENTA;2023/9/25;38
2040;VENTA;2023/9/25;2
2041;VENTA;2023/9/25;30
2052;VENTA;2023/9/25;45
2023;VENTA;2023/9/26;24
2029;VENTA;2023/9/26;23
2042;VENTA;2023/9/26;1
2042;VENTA;2023/9/26;15
2047;VENTA;2023/9/26;26
2048;VENTA;2023/9/26;49
2050;VENTA;2023/9/26;13
2051;VENTA;2023/9/26;24
2052;VENTA;2023/9/26;26
2024;VENTA;2023/9/27;16
2025;VENTA;2023/9/27;44
2032;VENTA;2023/9/27;50
2037;VENTA;2023/9/27;5
2039;VENTA;2023/9/27;48
2046;VENTA;2023/9/27;27
2049;VENTA;2023/9/27;3
2052;VENTA;2023/9/27;49
2052;VENTA;2023/9/27;1
2022;VENTA;2023/9/28;45
2025;VENTA;2023/9/28;50
2030;VENTA;2023/9/28;48
2033;VENTA;2023/9/28;30
2036;VENTA;2023/9/28;29
2036;VENTA;2023/9/28;29
2036;VENTA;2023/9/28;28
2043;VENTA;2023/9/28;12
2044;VENTA;2023/9/28;26
2045;VENTA;2023/9/28;37
2047;VENTA;2023/9/28;12
2049;VENTA;2023/9/28;32
2050;VENTA;2023/9/28;48
2050;VENTA;2023/9/28;24
2025;VENTA;2023/9/29;45
2025;VENTA;2023/9/29;50
2026;VENTA;2023/9/29;29
2028;VENTA;2023/9/29;14
2028;VENTA;2023/9/29;34
2031;VENTA;2023/9/29;52
2034;VENTA;2023/9/29;6
2034;VENTA;2023/9/29;24
2034;VENTA;2023/9/29;6
2038;VENTA;2023/9/29;53
2049;VENTA;2023/9/29;1
2022;VENTA;2023/9/30;37
2022;VENTA;2023/9/30;53
2024;VENTA;2023/9/30;6
2028;VENTA;2023/9/30;27
2032;VENTA;2023/9/30;1
2033;VENTA;2023/9/30;44
2034;VENTA;2023/9/30;24
2037;VENTA;2023/9/30;18
2039;VENTA;2023/9/30;48
2039;VENTA;2023/9/30;19
2041;VENTA;2023/9/30;12
2047;VENTA;2023/9/30;13
2050;VENTA;2023/9/30;48
2053;VENTA;2023/9/30;9
2025;VENTA;2023/10/1;7
2031;VENTA;2023/10/1;37
2032;VENTA;2023/10/1;39
2033;VENTA;2023/10/1;46
2034;VENTA;2023/10/1;39
2039;VENTA;2023/10/1;18
2040;VENTA;2023/10/1;17
2041;VENTA;2023/10/1;4
2041;VENTA;2023/10/1;5
2044;VENTA;2023/10/1;53
2047;VENTA;2023/10/1;5
2047;VENTA;2023/10/1;30
2050;VENTA;2023/10/1;46
2051;VENTA;2023/10/1;23
2051;VENTA;2023/10/1;11
2051;VENTA;2023/10/1;9
2023;VENTA;2023/10/2;41
2025;VENTA;2023/10/2;51
2026;VENTA;2023/10/2;6
2030;VENTA;2023/10/2;42
2040;VENTA;2023/10/2;52
2051;VENTA;2023/10/2;2
2051;VENTA;2023/10/2;32
2022;VENTA;2023/10/3;4
2024;VENTA;2023/10/3;30
2025;VENTA;2023/10/3;4
2025;VENTA;2023/10/3;48
2026;VENTA;2023/10/3;1
2029;VENTA;2023/10/3;14
2029;VENTA;2023/10/3;25
2030;VENTA;2023/10/3;38
2031;VENTA;2023/10/3;19
2032;VENTA;2023/10/3;20
2032;VENTA;2023/10/3;17
2041;VENTA;2023/10/3;12
2045;VENTA;2023/10/3;44
2045;VENTA;2023/10/3;31
2047;VENTA;2023/10/3;41
2050;VENTA;2023/10/3;27
2051;VENTA;2023/10/3;46
2022;VENTA;2023/10/4;53
2024;VENTA;2023/10/4;7
2025;VENTA;2023/10/4;1
2027;VENTA;2023/10/4;17
2033;VENTA;2023/10/4;37
2034;VENTA;2023/10/4;50
2041;VENTA;2023/10/4;20
2043;VENTA;2023/10/4;39
2043;VENTA;2023/10/4;23
2045;VENTA;2023/10/4;48
2048;VENTA;2023/10/4;47
2049;VENTA;2023/10/4;38
2050;VENTA;2023/10/4;50
2053;VENTA;2023/10/4;19
2023;VENTA;2023/10/5;15
2024;VENTA;2023/10/5;38
2027;VENTA;2023/10/5;36
2030;VENTA;2023/10/5;32
2033;VENTA;2023/10/5;47
2037;VENTA;2023/10/5;32
2037;VENTA;2023/10/5;19
2042;VENTA;2023/10/5;50
2044;VENTA;2023/10/5;13
2045;VENTA;2023/10/5;27
2045;VENTA;2023/10/5;34
2046;VENTA;2023/10/5;17
2050;VENTA;2023/10/5;27
2052;VENTA;2023/10/5;22
2023;VENTA;2023/10/6;45
2028;VENTA;2023/10/6;9
2030;VENTA;2023/10/6;19
2034;VENTA;2023/10/6;21
2034;VENTA;2023/10/6;37
2039;VENTA;2023/10/6;41
2042;VENTA;2023/10/6;7
2042;VENTA;2023/10/6;13
2042;VENTA;2023/10/6;41
2043;VENTA;2023/10/6;4
2046;VENTA;2023/10/6;38
2053;VENTA;2023/10/6;43
2053;VENTA;2023/10/6;23
2021;VENTA;2023/10/7;37
2022;VENTA;2023/10/7;51
2025;VENTA;2023/10/7;18
2026;VENTA;2023/10/7;47
2027;VENTA;2023/10/7;22
2031;VENTA;2023/10/7;11
2045;VENTA;2023/10/7;12
2045;VENTA;2023/10/7;19
2053;VENTA;2023/10/7;53
2053;VENTA;2023/10/7;23
2024;VENTA;2023/10/8;48
2025;VENTA;2023/10/8;3
2029;VENTA;2023/10/8;36
2029;VENTA;2023/10/8;24
2030;VENTA;2023/10/8;27
2035;VENTA;2023/10/8;2
2035;VENTA;2023/10/8;18
2037;VENTA;2023/10/8;52
2043;VENTA;2023/10/8;30
2045;VENTA;2023/10/8;16
2046;VENTA;2023/10/8;15
2046;VENTA;2023/10/8;14
2052;VENTA;2023/10/8;22
2021;VENTA;2023/10/9;26
2023;VENTA;2023/10/9;2
2028;VENTA;2023/10/9;36
2028;VENTA;2023/10/9;48
2032;VENTA;2023/10/9;25
2038;VENTA;2023/10/9;22
2038;VENTA;2023/10/9;12
2040;VENTA;2023/10/9;12
2041;VENTA;2023/10/9;8
2041;VENTA;2023/10/9;44
2042;VENTA;2023/10/9;40
2044;VENTA;2023/10/9;33
2046;VENTA;2023/10/9;28
2046;VENTA;2023/10/9;28
2047;VENTA;2023/10/9;32
2047;VENTA;2023/10/9;35
2048;VENTA;2023/10/9;41
2052;VENTA;2023/10/9;29
2053;VENTA;2023/10/9;12
2029;VENTA;2023/10/10;15
2033;VENTA;2023/10/10;24
2035;VENTA;2023/10/10;42
2037;VENTA;2023/10/10;25
2040;VENTA;2023/10/10;30
2044;VENTA;2023/10/10;15
2045;VENTA;2023/10/10;54
2045;VENTA;2023/10/10;2
2046;VENTA;2023/10/10;37
2047;VENTA;2023/10/10;7
2050;VENTA;2023/10/10;48
2051;VENTA;2023/10/10;20
2051;VENTA;2023/10/10;6
2052;VENTA;2023/10/10;33
2053;VENTA;2023/10/10;16
2054;VENTA;2023/10/10;24
2054;VENTA;2023/10/10;18
2021;VENTA;2023/10/11;12
2021;VENTA;2023/10/11;37
2021;VENTA;2023/10/11;50
2025;VENTA;2023/10/11;5
2025;VENTA;2023/10/11;24
2030;VENTA;2023/10/11;42
2034;VENTA;2023/10/11;24
2036;VENTA;2023/10/11;9
2037;VENTA;2023/10/11;51
2040;VENTA;2023/10/11;43
2041;VENTA;2023/10/11;49
2045;VENTA;2023/10/11;49
2046;VENTA;2023/10/11;34
2048;VENTA;2023/10/11;4
2048;VENTA;2023/10/11;7
2049;VENTA;2023/10/11;1
2021;VENTA;2023/10/12;6
2023;VENTA;2023/10/12;8
2029;VENTA;2023/10/12;2
2029;VENTA;2023/10/12;32
2031;VENTA;2023/10/12;29
2032;VENTA;2023/10/12;12
2037;VENTA;2023/10/12;18
2038;VENTA;2023/10/12;16
2040;VENTA;2023/10/12;11
2041;VENTA;2023/10/12;44
2042;VENTA;2023/10/12;22
2042;VENTA;2023/10/12;26
2044;VENTA;2023/10/12;5
2044;VENTA;2023/10/12;1
2044;VENTA;2023/10/12;24
2048;VENTA;2023/10/12;17
2053;VENTA;2023/10/12;50
2021;VENTA;2023/10/13;35
2021;VENTA;2023/10/13;32
2024;VENTA;2023/10/13;48
2035;VENTA;2023/10/13;15
2035;VENTA;2023/10/13;11
2036;VENTA;2023/10/13;6
2036;VENTA;2023/10/13;41
2037;VENTA;2023/10/13;20
2038;VENTA;2023/10/13;11
2040;VENTA;2023/10/13;37
2049;VENTA;2023/10/13;33
2050;VENTA;2023/10/13;12
2051;VENTA;2023/10/13;20
2024;VENTA;2023/10/14;12
2025;VENTA;2023/10/14;45
2031;VENTA;2023/10/14;22
2032;VENTA;2023/10/14;41
2035;VENTA;2023/10/14;46
2037;VENTA;2023/10/14;17
2041;VENTA;2023/10/14;26
2044;VENTA;2023/10/14;51
2044;VENTA;2023/10/14;19
2045;VENTA;2023/10/14;41
2052;VENTA;2023/10/14;25
2023;VENTA;2023/10/15;18
2023;VENTA;2023/10/15;23
2027;VENTA;2023/10/15;10
2034;VENTA;2023/10/15;7
2035;VENTA;2023/10/15;53
2037;VENTA;2023/10/15;49
2037;VENTA;2023/10/15;18
2039;VENTA;2023/10/15;15
2042;VENTA;2023/10/15;27
2047;VENTA;2023/10/15;15
2049;VENTA;2023/10/15;11
2050;VENTA;2023/10/15;37
2053;VENTA;2023/10/15;49
2025;VENTA;2023/10/16;22
2026;VENTA;2023/10/16;19
2026;VENTA;2023/10/16;42
2026;VENTA;2023/10/16;39
2030;VENTA;2023/10/16;25
2031;VENTA;2023/10/16;41
2034;VENTA;2023/10/16;9
2042;VENTA;2023/10/16;26
2043;VENTA;2023/10/16;25
2044;VENTA;2023/10/16;26
2046;VENTA;2023/10/16;17
2049;VENTA;2023/10/16;18
2052;VENTA;2023/10/16;2
2054;VENTA;2023/10/16;9
2021;VENTA;2023/10/17;13
2022;VENTA;2023/10/17;38
2027;VENTA;2023/10/17;34
2028;VENTA;2023/10/17;20
2031;VENTA;2023/10/17;53
2034;VENTA;2023/10/17;33
2035;VENTA;2023/10/17;1
2035;VENTA;2023/10/17;16
2036;VENTA;2023/10/17;42
2042;VENTA;2023/10/17;9
2043;VENTA;2023/10/17;6
2043;VENTA;2023/10/17;29
2043;VENTA;2023/10/17;33
2044;VENTA;2023/10/17;24
2046;VENTA;2023/10/17;50
2046;VENTA;2023/10/17;39
2047;VENTA;2023/10/17;36
2050;VENTA;2023/10/17;24
2050;VENTA;2023/10/17;34
2053;VENTA;2023/10/17;27
2053;VENTA;2023/10/17;40
2021;VENTA;2023/10/18;38
2024;VENTA;2023/10/18;21
2027;VENTA;2023/10/18;34
2028;VENTA;2023/10/18;49
2030;VENTA;2023/10/18;13
2030;VENTA;2023/10/18;46
2033;VENTA;2023/10/18;7
2037;VENTA;2023/10/18;51
2039;VENTA;2023/10/18;4
2039;VENTA;2023/10/18;48
2044;VENTA;2023/10/18;48
2048;VENTA;2023/10/18;23
2022;VENTA;2023/10/19;42
2022;VENTA;2023/10/19;46
2022;VENTA;2023/10/19;19
2022;VENTA;2023/10/19;24
2029;VENTA;2023/10/19;49
2032;VENTA;2023/10/19;22
2033;VENTA;2023/10/19;15
2035;VENTA;2023/10/19;46
2036;VENTA;2023/10/19;51
2038;VENTA;2023/10/19;29
2043;VENTA;2023/10/19;42
2045;VENTA;2023/10/19;20
2053;VENTA;2023/10/19;19
2053;VENTA;2023/10/19;15
2025;VENTA;2023/10/20;41
2025;VENTA;2023/10/20;34
2026;VENTA;2023/10/20;5
2026;VENTA;2023/10/20;53
2029;VENTA;2023/10/20;35
2033;VENTA;2023/10/20;46
2033;VENTA;2023/10/20;12
2034;VENTA;2023/10/20;43
2044;VENTA;2023/10/20;39
2045;VENTA;2023/10/20;19
2047;VENTA;2023/10/20;10
2049;VENTA;2023/10/20;26
2049;VENTA;2023/10/20;20
2028;VENTA;2023/10/21;41
2029;VENTA;2023/10/21;52
2029;VENTA;2023/10/21;38
2036;VENTA;2023/10/21;15
2038;VENTA;2023/10/21;36
2041;VENTA;2023/10/21;9
2042;VENTA;2023/10/21;22
2052;VENTA;2023/10/21;6
2053;VENTA;2023/10/21;1
2024;VENTA;2023/10/22;4
2026;VENTA;2023/10/22;54
2028;VENTA;2023/10/22;45
2029;VENTA;2023/10/22;13
2030;VENTA;2023/10/22;16
2030;VENTA;2023/10/22;33
2033;VENTA;2023/10/22;38
2034;VENTA;2023/10/22;35
2036;VENTA;2023/10/22;37
2036;VENTA;2023/10/22;49
2037;VENTA;2023/10/22;42
2038;VENTA;2023/10/22;3
2043;VENTA;2023/10/22;20
2043;VENTA;2023/10/22;46
2044;VENTA;2023/10/22;7
2048;VENTA;2023/10/22;13
2050;VENTA;2023/10/22;33
2050;VENTA;2023/10/22;15
2050;VENTA;2023/10/22;19
2053;VENTA;2023/10/22;23
2025;VENTA;2023/10/23;48
2025;VENTA;2023/10/23;20
2036;VENTA;2023/10/23;29
2038;VENTA;2023/10/23;47
2038;VENTA;2023/10/23;49
2043;VENTA;2023/10/23;47
2045;VENTA;2023/10/23;40
2048;VENTA;2023/10/23;44
2049;VENTA;2023/10/23;45
2050;VENTA;2023/10/23;24
2051;VENTA;2023/10/23;29
2054;VENTA;2023/10/23;20
2022;VENTA;2023/10/24;25
2024;VENTA;2023/10/24;51
2028;VENTA;2023/10/24;32
2029;VENTA;2023/10/24;53
2034;VENTA;2023/10/24;34
2034;VENTA;2023/10/24;9
2034;VENTA;2023/10/24;21
2035;VENTA;2023/10/24;34
2035;VENTA;2023/10/24;44
2040;VENTA;2023/10/24;35
2040;VENTA;2023/10/24;51
2041;VENTA;2023/10/24;48
2041;VENTA;2023/10/24;42
2045;VENTA;2023/10/24;17
2046;VENTA;2023/10/24;12
2046;VENTA;2023/10/24;28
2047;VENTA;2023/10/24;19
2030;VENTA;2023/10/25;34
2030;VENTA;2023/10/25;48
2035;VENTA;2023/10/25;21
2037;VENTA;2023/10/25;40
2037;VENTA;2023/10/25;33
2037;VENTA;2023/10/25;50
2039;VENTA;2023/10/25;52
2040;VENTA;2023/10/25;14
2047;VENTA;2023/10/25;36
2051;VENTA;2023/10/25;3
2023;VENTA;2023/10/26;22
2024;VENTA;2023/10/26;12
2031;VENTA;2023/10/26;10
2035;VENTA;2023/10/26;11
2035;VENTA;2023/10/26;13
2035;VENTA;2023/10/26;53
2036;VENTA;2023/10/26;48
2036;VENTA;2023/10/26;28
2037;VENTA;2023/10/26;41
2040;VENTA;2023/10/26;24
2042;VENTA;2023/10/26;11
2045;VENTA;2023/10/26;17
2045;VENTA;2023/10/26;26
2049;VENTA;2023/10/26;45
2021;VENTA;2023/10/27;52
2026;VENTA;2023/10/27;40
2026;VENTA;2023/10/27;50
2026;VENTA;2023/10/27;48
2032;VENTA;2023/10/27;53
2039;VENTA;2023/10/27;25
2044;VENTA;2023/10/27;7
2050;VENTA;2023/10/27;54
2051;VENTA;2023/10/27;1
2052;VENTA;2023/10/27;49
2053;VENTA;2023/10/27;23
2054;VENTA;2023/10/27;39
2022;VENTA;2023/10/28;29
2023;VENTA;2023/10/28;2
2027;VENTA;2023/10/28;27
2028;VENTA;2023/10/28;22
2033;VENTA;2023/10/28;23
2033;VENTA;2023/10/28;21
2037;VENTA;2023/10/28;41
2044;VENTA;2023/10/28;18
2047;VENTA;2023/10/28;37
2049;VENTA;2023/10/28;49
2054;VENTA;2023/10/28;11
2025;VENTA;2023/10/29;32
2026;VENTA;2023/10/29;8
2029;VENTA;2023/10/29;24
2029;VENTA;2023/10/29;27
2030;VENTA;2023/10/29;53
2035;VENTA;2023/10/29;25
2035;VENTA;2023/10/29;14
2036;VENTA;2023/10/29;13
2040;VENTA;2023/10/29;25
2046;VENTA;2023/10/29;7
2047;VENTA;2023/10/29;45
2048;VENTA;2023/10/29;28
2050;VENTA;2023/10/29;48
2052;VENTA;2023/10/29;25
2023;VENTA;2023/10/30;15
2026;VENTA;2023/10/30;15
2031;VENTA;2023/10/30;13
2031;VENTA;2023/10/30;51
2032;VENTA;2023/10/30;10
2034;VENTA;2023/10/30;4
2036;VENTA;2023/10/30;27
2037;VENTA;2023/10/30;14
2040;VENTA;2023/10/30;6
2042;VENTA;2023/10/30;54
2042;VENTA;2023/10/30;28
2043;VENTA;2023/10/30;40
2048;VENTA;2023/10/30;14
2048;VENTA;2023/10/30;5
2049;VENTA;2023/10/30;40
